if system_dependent('IsDebugMode')==1, dbquit; end
Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    0.26895 - 	 Mean: 3007367.66513 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 11 - 	 Best:    0.13493 - 	 Mean:    0.15150 - 	 AQreal:    0.74631  	 
Exp: 1 - 	 Ger: 12 - 	 Best:    0.12834 - 	 Mean:    0.14949 - 	 AQreal:    0.74631  	 
Exp: 1 - 	 Ger: 13 - 	 Best:    0.12834 - 	 Mean:    0.14837 - 	 AQreal:    0.74631  	 
Exp: 1 - 	 Ger: 14 - 	 Best:    0.12834 - 	 Mean:    0.14745 - 	 AQreal:    0.74631  	 
Exp: 1 - 	 Ger: 15 - 	 Best:    0.12834 - 	 Mean:    0.14650 - 	 AQreal:    0.67830  	 
Exp: 1 - 	 Ger: 16 - 	 Best:    0.12834 - 	 Mean:    0.14512 - 	 AQreal:    0.67830  	 
Exp: 1 - 	 Ger: 17 - 	 Best:    0.12834 - 	 Mean:    0.14407 - 	 AQreal:    0.67830  	 
Exp: 1 - 	 Ger: 18 - 	 Best:    0.12834 - 	 Mean:    0.14317 - 	 AQreal:    0.67830  	 
Exp: 1 - 	 Ger: 19 - 	 Best:    0.12834 - 	 Mean:    0.14251 - 	 AQreal:    0.67830  	 
Exp: 1 - 	 Ger: 20 - 	 Best:    0.12834 - 	 Mean:    0.14193 - 	 AQreal:    0.65164  	 
Exp: 1 - 	 Ger: 21 - 	 Best:    0.12834 - 	 Mean:    0.14090 - 	 AQreal:    0.65164  	 
Exp: 1 - 	 Ger: 22 - 	 Best:    0.12834 - 	 Mean:    0.14001 - 	 AQreal:    0.65164  	 
Exp: 1 - 	 Ger: 23 - 	 Best:    0.12834 - 	 Mean:    0.13956 - 	 AQreal:    0.65164  	 
Exp: 1 - 	 Ger: 24 - 	 Best:    0.12834 - 	 Mean:    0.13884 - 	 AQreal:    0.65164  	 
Exp: 1 - 	 Ger: 25 - 	 Best:    0.12834 - 	 Mean:    0.13858 - 	 AQreal:    0.56612  	 
Exp: 1 - 	 Ger: 26 - 	 Best:    0.12834 - 	 Mean:    0.13827 - 	 AQreal:    0.56612  	 
Exp: 1 - 	 Ger: 27 - 	 Best:    0.12834 - 	 Mean:    0.13736 - 	 AQreal:    0.56612  	 
Exp: 1 - 	 Ger: 28 - 	 Best:    0.12834 - 	 Mean:    0.13699 - 	 AQreal:    0.56612  	 
Exp: 1 - 	 Ger: 29 - 	 Best:    0.12834 - 	 Mean:    0.13650 - 	 AQreal:    0.56612  	 
Exp: 1 - 	 Ger: 30 - 	 Best:    0.12834 - 	 Mean:    0.13613 - 	 AQreal:    0.54398  	 
Exp: 1 - 	 Ger: 31 - 	 Best:    0.12584 - 	 Mean:    0.13561 - 	 AQreal:    0.54398  	 
Exp: 1 - 	 Ger: 32 - 	 Best:    0.12501 - 	 Mean:    0.13492 - 	 AQreal:    0.54398  	 
Exp: 1 - 	 Ger: 33 - 	 Best:    0.12501 - 	 Mean:    0.13452 - 	 AQreal:    0.54398  	 
Exp: 1 - 	 Ger: 34 - 	 Best:    0.12501 - 	 Mean:    0.13410 - 	 AQreal:    0.54398  	 
Exp: 1 - 	 Ger: 35 - 	 Best:    0.12479 - 	 Mean:    0.13348 - 	 AQreal:    0.51453  	 
Exp: 1 - 	 Ger: 36 - 	 Best:    0.12479 - 	 Mean:    0.13309 - 	 AQreal:    0.51453  	 
Exp: 1 - 	 Ger: 37 - 	 Best:    0.12479 - 	 Mean:    0.13277 - 	 AQreal:    0.51453  	 
Exp: 1 - 	 Ger: 38 - 	 Best:    0.12479 - 	 Mean:    0.13207 - 	 AQreal:    0.51453  	 
Exp: 1 - 	 Ger: 39 - 	 Best:    0.12479 - 	 Mean:    0.13207 - 	 AQreal:    0.51453  	 
Exp: 1 - 	 Ger: 40 - 	 Best:    0.12479 - 	 Mean:    0.13199 - 	 AQreal:    0.45083  	 
Exp: 1 - 	 Ger: 41 - 	 Best:    0.11935 - 	 Mean:    0.13153 - 	 AQreal:    0.45083  	 
Exp: 1 - 	 Ger: 42 - 	 Best:    0.11563 - 	 Mean:    0.13085 - 	 AQreal:    0.45083  	 
Exp: 1 - 	 Ger: 43 - 	 Best:    0.11563 - 	 Mean:    0.13052 - 	 AQreal:    0.45083  	 
Exp: 1 - 	 Ger: 44 - 	 Best:    0.11563 - 	 Mean:    0.13014 - 	 AQreal:    0.45083  	 
Exp: 1 - 	 Ger: 45 - 	 Best:    0.11563 - 	 Mean:    0.12965 - 	 AQreal:    0.37301  	 
Exp: 1 - 	 Ger: 46 - 	 Best:    0.11563 - 	 Mean:    0.12929 - 	 AQreal:    0.37301  	 
Exp: 1 - 	 Ger: 47 - 	 Best:    0.11563 - 	 Mean:    0.12870 - 	 AQreal:    0.37301  	 
Exp: 1 - 	 Ger: 48 - 	 Best:    0.11563 - 	 Mean:    0.12826 - 	 AQreal:    0.37301  	 
Exp: 1 - 	 Ger: 49 - 	 Best:    0.11169 - 	 Mean:    0.12753 - 	 AQreal:    0.37301  	 
Exp: 1 - 	 Ger: 50 - 	 Best:    0.11169 - 	 Mean:    0.12748 - 	 AQreal:    0.32535  	 
Exp: 1 - 	 Ger: 51 - 	 Best:    0.11169 - 	 Mean:    0.12673 - 	 AQreal:    0.32535  	 
Exp: 1 - 	 Ger: 52 - 	 Best:    0.11169 - 	 Mean:    0.12633 - 	 AQreal:    0.32535  	 
Exp: 1 - 	 Ger: 53 - 	 Best:    0.11169 - 	 Mean:    0.12518 - 	 AQreal:    0.32535  	 
Exp: 1 - 	 Ger: 54 - 	 Best:    0.11169 - 	 Mean:    0.12471 - 	 AQreal:    0.32535  	 
Exp: 1 - 	 Ger: 55 - 	 Best:    0.11169 - 	 Mean:    0.12375 - 	 AQreal:    0.18299  	 
Exp: 1 - 	 Ger: 56 - 	 Best:    0.11169 - 	 Mean:    0.12312 - 	 AQreal:    0.18299  	 
Exp: 1 - 	 Ger: 57 - 	 Best:    0.11087 - 	 Mean:    0.12163 - 	 AQreal:    0.18299  	 
Exp: 1 - 	 Ger: 58 - 	 Best:    0.11087 - 	 Mean:    0.12082 - 	 AQreal:    0.18299  	 
Exp: 1 - 	 Ger: 59 - 	 Best:    0.11087 - 	 Mean:    0.12037 - 	 AQreal:    0.18299  	 
Exp: 1 - 	 Ger: 60 - 	 Best:    0.11087 - 	 Mean:    0.11957 - 	 AQreal:    0.16173  	 
Exp: 1 - 	 Ger: 61 - 	 Best:    0.11087 - 	 Mean:    0.11776 - 	 AQreal:    0.16173  	 
Exp: 1 - 	 Ger: 62 - 	 Best:    0.11087 - 	 Mean:    0.11708 - 	 AQreal:    0.16173  	 
Exp: 1 - 	 Ger: 63 - 	 Best:    0.10484 - 	 Mean:    0.11609 - 	 AQreal:    0.16173  	 
Exp: 1 - 	 Ger: 64 - 	 Best:    0.10484 - 	 Mean:    0.11531 - 	 AQreal:    0.16173  	 
Exp: 1 - 	 Ger: 65 - 	 Best:    0.10261 - 	 Mean:    0.11447 - 	 AQreal:    0.11339  	 
Exp: 1 - 	 Ger: 66 - 	 Best:    0.10228 - 	 Mean:    0.11317 - 	 AQreal:    0.11339  	 
Exp: 1 - 	 Ger: 67 - 	 Best:    0.10228 - 	 Mean:    0.11226 - 	 AQreal:    0.11339  	 
Exp: 1 - 	 Ger: 68 - 	 Best:    0.10228 - 	 Mean:    0.11155 - 	 AQreal:    0.11339  	 
Exp: 1 - 	 Ger: 69 - 	 Best:    0.10228 - 	 Mean:    0.11061 - 	 AQreal:    0.11339  	 
Exp: 1 - 	 Ger: 70 - 	 Best:    0.10228 - 	 Mean:    0.10994 - 	 AQreal:    0.09526  	 
Exp: 1 - 	 Ger: 71 - 	 Best:    0.10155 - 	 Mean:    0.10915 - 	 AQreal:    0.09526  	 
Exp: 1 - 	 Ger: 72 - 	 Best:    0.10154 - 	 Mean:    0.10836 - 	 AQreal:    0.09526  	 
Exp: 1 - 	 Ger: 73 - 	 Best:    0.10154 - 	 Mean:    0.10759 - 	 AQreal:    0.09526  	 
Exp: 1 - 	 Ger: 74 - 	 Best:    0.09874 - 	 Mean:    0.10667 - 	 AQreal:    0.09526  	 
Exp: 1 - 	 Ger: 75 - 	 Best:    0.09874 - 	 Mean:    0.10550 - 	 AQreal:    0.07191  	 
Exp: 1 - 	 Ger: 76 - 	 Best:    0.09874 - 	 Mean:    0.10452 - 	 AQreal:    0.07191  	 
Exp: 1 - 	 Ger: 77 - 	 Best:    0.09874 - 	 Mean:    0.10389 - 	 AQreal:    0.07191  	 
Exp: 1 - 	 Ger: 78 - 	 Best:    0.09755 - 	 Mean:    0.10309 - 	 AQreal:    0.07191  	 
Exp: 1 - 	 Ger: 79 - 	 Best:    0.09755 - 	 Mean:    0.10252 - 	 AQreal:    0.07191  	 
Exp: 1 - 	 Ger: 80 - 	 Best:    0.09755 - 	 Mean:    0.10204 - 	 AQreal:    0.06826  	 
Exp: 1 - 	 Ger: 81 - 	 Best:    0.09755 - 	 Mean:    0.10169 - 	 AQreal:    0.06826  	 
Exp: 1 - 	 Ger: 82 - 	 Best:    0.09755 - 	 Mean:    0.10135 - 	 AQreal:    0.06826  	 
Exp: 1 - 	 Ger: 83 - 	 Best:    0.09755 - 	 Mean:    0.10118 - 	 AQreal:    0.06826  	 
Exp: 1 - 	 Ger: 84 - 	 Best:    0.09755 - 	 Mean:    0.10075 - 	 AQreal:    0.06826  	 
Exp: 1 - 	 Ger: 85 - 	 Best:    0.09755 - 	 Mean:    0.10051 - 	 AQreal:    0.06592  	 
Exp: 1 - 	 Ger: 86 - 	 Best:    0.09755 - 	 Mean:    0.10040 - 	 AQreal:    0.06592  	 
Exp: 1 - 	 Ger: 87 - 	 Best:    0.09755 - 	 Mean:    0.10007 - 	 AQreal:    0.06592  	 
Exp: 1 - 	 Ger: 88 - 	 Best:    0.09755 - 	 Mean:    0.09953 - 	 AQreal:    0.06592  	 
Exp: 1 - 	 Ger: 89 - 	 Best:    0.09755 - 	 Mean:    0.09927 - 	 AQreal:    0.06592  	 
Exp: 1 - 	 Ger: 90 - 	 Best:    0.09670 - 	 Mean:    0.09886 - 	 AQreal:    0.06590  	 
Exp: 1 - 	 Ger: 91 - 	 Best:    0.09670 - 	 Mean:    0.09871 - 	 AQreal:    0.06590  	 
Exp: 1 - 	 Ger: 92 - 	 Best:    0.09670 - 	 Mean:    0.09847 - 	 AQreal:    0.06590  	 
Exp: 1 - 	 Ger: 93 - 	 Best:    0.09670 - 	 Mean:    0.09831 - 	 AQreal:    0.06590  	 
Exp: 1 - 	 Ger: 94 - 	 Best:    0.09627 - 	 Mean:    0.09810 - 	 AQreal:    0.06590  	 
Exp: 1 - 	 Ger: 95 - 	 Best:    0.09617 - 	 Mean:    0.09787 - 	 AQreal:    0.06641  	 
Exp: 1 - 	 Ger: 96 - 	 Best:    0.09482 - 	 Mean:    0.09748 - 	 AQreal:    0.06641  	 
Exp: 1 - 	 Ger: 97 - 	 Best:    0.09482 - 	 Mean:    0.09723 - 	 AQreal:    0.06641  	 
Exp: 1 - 	 Ger: 98 - 	 Best:    0.09482 - 	 Mean:    0.09711 - 	 AQreal:    0.06641  	 
Exp: 1 - 	 Ger: 99 - 	 Best:    0.09461 - 	 Mean:    0.09686 - 	 AQreal:    0.06641  	 
Exp: 1 - 	 Ger: 100 - 	 Best:    0.09436 - 	 Mean:    0.09667 - 	 AQreal:    0.06652  	 
Exp: 1 - 	 Ger: 101 - 	 Best:    0.09405 - 	 Mean:    0.09638 - 	 AQreal:    0.06652  	 
Exp: 1 - 	 Ger: 102 - 	 Best:    0.09405 - 	 Mean:    0.09617 - 	 AQreal:    0.06652  	 
Exp: 1 - 	 Ger: 103 - 	 Best:    0.09365 - 	 Mean:    0.09597 - 	 AQreal:    0.06652  	 
Exp: 1 - 	 Ger: 104 - 	 Best:    0.09365 - 	 Mean:    0.09585 - 	 AQreal:    0.06652  	 
Exp: 1 - 	 Ger: 105 - 	 Best:    0.09340 - 	 Mean:    0.09554 - 	 AQreal:    0.06507  	 
Exp: 1 - 	 Ger: 106 - 	 Best:    0.09340 - 	 Mean:    0.09533 - 	 AQreal:    0.06507  	 
Exp: 1 - 	 Ger: 107 - 	 Best:    0.09283 - 	 Mean:    0.09509 - 	 AQreal:    0.06507  	 
Exp: 1 - 	 Ger: 108 - 	 Best:    0.09283 - 	 Mean:    0.09496 - 	 AQreal:    0.06507  	 
Exp: 1 - 	 Ger: 109 - 	 Best:    0.09283 - 	 Mean:    0.09475 - 	 AQreal:    0.06507  	 
Exp: 1 - 	 Ger: 110 - 	 Best:    0.09283 - 	 Mean:    0.09454 - 	 AQreal:    0.06354  	 
Exp: 1 - 	 Ger: 111 - 	 Best:    0.09282 - 	 Mean:    0.09438 - 	 AQreal:    0.06354  	 
Exp: 1 - 	 Ger: 112 - 	 Best:    0.09282 - 	 Mean:    0.09418 - 	 AQreal:    0.06354  	 
Exp: 1 - 	 Ger: 113 - 	 Best:    0.09083 - 	 Mean:    0.09400 - 	 AQreal:    0.06354  	 
Exp: 1 - 	 Ger: 114 - 	 Best:    0.09083 - 	 Mean:    0.09372 - 	 AQreal:    0.06354  	 
Exp: 1 - 	 Ger: 115 - 	 Best:    0.09083 - 	 Mean:    0.09358 - 	 AQreal:    0.06251  	 
Exp: 1 - 	 Ger: 116 - 	 Best:    0.09083 - 	 Mean:    0.09335 - 	 AQreal:    0.06251  	 
Exp: 1 - 	 Ger: 117 - 	 Best:    0.09083 - 	 Mean:    0.09310 - 	 AQreal:    0.06251  	 
Exp: 1 - 	 Ger: 118 - 	 Best:    0.09083 - 	 Mean:    0.09284 - 	 AQreal:    0.06251  	 
Exp: 1 - 	 Ger: 119 - 	 Best:    0.09083 - 	 Mean:    0.09269 - 	 AQreal:    0.06251  	 
Exp: 1 - 	 Ger: 120 - 	 Best:    0.09083 - 	 Mean:    0.09259 - 	 AQreal:    0.05972  	 
Exp: 1 - 	 Ger: 121 - 	 Best:    0.09083 - 	 Mean:    0.09240 - 	 AQreal:    0.05972  	 
Exp: 1 - 	 Ger: 122 - 	 Best:    0.09083 - 	 Mean:    0.09218 - 	 AQreal:    0.05972  	 
Exp: 1 - 	 Ger: 123 - 	 Best:    0.08885 - 	 Mean:    0.09192 - 	 AQreal:    0.05972  	 
Exp: 1 - 	 Ger: 124 - 	 Best:    0.08885 - 	 Mean:    0.09153 - 	 AQreal:    0.05972  	 
Exp: 1 - 	 Ger: 125 - 	 Best:    0.08885 - 	 Mean:    0.09133 - 	 AQreal:    0.05994  	 
Exp: 1 - 	 Ger: 126 - 	 Best:    0.08885 - 	 Mean:    0.09103 - 	 AQreal:    0.05994  	 
Exp: 1 - 	 Ger: 127 - 	 Best:    0.08885 - 	 Mean:    0.09079 - 	 AQreal:    0.05994  	 
Exp: 1 - 	 Ger: 128 - 	 Best:    0.08885 - 	 Mean:    0.09061 - 	 AQreal:    0.05994  	 
Exp: 1 - 	 Ger: 129 - 	 Best:    0.08885 - 	 Mean:    0.09046 - 	 AQreal:    0.05994  	 
Exp: 1 - 	 Ger: 130 - 	 Best:    0.08885 - 	 Mean:    0.09042 - 	 AQreal:    0.05970  	 
Exp: 1 - 	 Ger: 131 - 	 Best:    0.08857 - 	 Mean:    0.09026 - 	 AQreal:    0.05970  	 
Exp: 1 - 	 Ger: 132 - 	 Best:    0.08845 - 	 Mean:    0.09014 - 	 AQreal:    0.05970  	 
Exp: 1 - 	 Ger: 133 - 	 Best:    0.08818 - 	 Mean:    0.09000 - 	 AQreal:    0.05970  	 
Exp: 1 - 	 Ger: 134 - 	 Best:    0.08818 - 	 Mean:    0.08990 - 	 AQreal:    0.05970  	 
Exp: 1 - 	 Ger: 135 - 	 Best:    0.08818 - 	 Mean:    0.08974 - 	 AQreal:    0.05900  	 
Exp: 1 - 	 Ger: 136 - 	 Best:    0.08818 - 	 Mean:    0.08963 - 	 AQreal:    0.05900  	 
Exp: 1 - 	 Ger: 137 - 	 Best:    0.08801 - 	 Mean:    0.08948 - 	 AQreal:    0.05900  	 
Exp: 1 - 	 Ger: 138 - 	 Best:    0.08801 - 	 Mean:    0.08937 - 	 AQreal:    0.05900  	 
Exp: 1 - 	 Ger: 139 - 	 Best:    0.08801 - 	 Mean:    0.08924 - 	 AQreal:    0.05900  	 
Exp: 1 - 	 Ger: 140 - 	 Best:    0.08801 - 	 Mean:    0.08909 - 	 AQreal:    0.05831  	 
Exp: 1 - 	 Ger: 141 - 	 Best:    0.08801 - 	 Mean:    0.08903 - 	 AQreal:    0.05831  	 
Exp: 1 - 	 Ger: 142 - 	 Best:    0.08729 - 	 Mean:    0.08889 - 	 AQreal:    0.05831  	 
Exp: 1 - 	 Ger: 143 - 	 Best:    0.08729 - 	 Mean:    0.08881 - 	 AQreal:    0.05831  	 
Exp: 1 - 	 Ger: 144 - 	 Best:    0.08729 - 	 Mean:    0.08870 - 	 AQreal:    0.05831  	 
Exp: 1 - 	 Ger: 145 - 	 Best:    0.08729 - 	 Mean:    0.08859 - 	 AQreal:    0.05777  	 
Exp: 1 - 	 Ger: 146 - 	 Best:    0.08729 - 	 Mean:    0.08851 - 	 AQreal:    0.05777  	 
Exp: 1 - 	 Ger: 147 - 	 Best:    0.08691 - 	 Mean:    0.08844 - 	 AQreal:    0.05777  	 
Exp: 1 - 	 Ger: 148 - 	 Best:    0.08666 - 	 Mean:    0.08838 - 	 AQreal:    0.05777  	 
Exp: 1 - 	 Ger: 149 - 	 Best:    0.08666 - 	 Mean:    0.08835 - 	 AQreal:    0.05777  	 
Exp: 1 - 	 Ger: 150 - 	 Best:    0.08666 - 	 Mean:    0.08829 - 	 AQreal:    0.05661  	 


             Etapa 1

Exp 1 - Aptidao: 0.172403

Aptidão Média: 0.172403

Aptidão Desvio: 0.000000

Tempo Total(1 experimentos): 5462.476620 s


             Etapa 2 - Random

                RMSE

Exp 1 - Treinamento: 0.035754  Validacao: 0.166705  Teste: 0.216255  SRG: 2.619759

Média: Treinamento: 0.035754  Validacao: 0.166705  Teste: 0.216255

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.035754  Validacao: 0.166705  Teste: 0.216255  SRG: 2.619759

                fit

Exp 1 - Treinamento: 97.648141  Validacao: 90.968254  Teste: 86.728894  SRG: 2.619759

Média: Treinamento: 97.648141  Validacao: 90.968254  Teste: 86.728894

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 97.648141  Validacao: 90.968254  Teste: 86.728894  SRG: 2.619759
                RRSE

Exp 1 - Treinamento: 0.023519  Validacao: 0.090317  Teste: 0.132711  SRG: 2.619759

Média: Treinamento: 0.023519  Validacao: 0.090317  Teste: 0.132711

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.023519  Validacao: 0.090317  Teste: 0.132711  SRG: 2.619759

Tempo Total(1 experimentos): 3.204912 s


             Etapa 2 - SRG

                RMSE

Exp 1 - Treinamento: 0.035690  Validacao: 0.190930  Teste: 0.218035  SRG: 2.518684

Média: Treinamento: 0.035690  Validacao: 0.190930  Teste: 0.218035

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.035690  Validacao: 0.190930  Teste: 0.218035  SRG: 2.518684

                fit

Exp 1 - Treinamento: 97.652333  Validacao: 89.655796  Teste: 86.619682  SRG: 2.518684

Média: Treinamento: 97.652333  Validacao: 89.655796  Teste: 86.619682

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 97.652333  Validacao: 89.655796  Teste: 86.619682  SRG: 2.518684
                RRSE

Exp 1 - Treinamento: 0.023477  Validacao: 0.103442  Teste: 0.133803  SRG: 2.518684

Média: Treinamento: 0.023477  Validacao: 0.103442  Teste: 0.133803

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.023477  Validacao: 0.103442  Teste: 0.133803  SRG: 2.518684


             Etapa 2 - Otimização dos pesos do reservatório

                RMSE

Exp 1 - Treinamento: 0.032892  Validacao: 0.086657  Teste: 0.132181  SRG: 2.591971

Média: Treinamento: 0.032892  Validacao: 0.086657  Teste: 0.132181

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.032892  Validacao: 0.086657  Teste: 0.132181  SRG: 2.591971

                fit

Exp 1 - Treinamento: 97.836370  Validacao: 95.305103  Teste: 91.888312  SRG: 2.591971

Média: Treinamento: 97.836370  Validacao: 95.305103  Teste: 91.888312

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 97.836370  Validacao: 95.305103  Teste: 91.888312  SRG: 2.591971
                RRSE

Exp 1 - Treinamento: 0.021636  Validacao: 0.046949  Teste: 0.081117  SRG: 2.591971

Média: Treinamento: 0.021636  Validacao: 0.046949  Teste: 0.081117

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.021636  Validacao: 0.046949  Teste: 0.081117  SRG: 2.591971

Tempo Total(1 experimentos): 640.968973 s
Exp: 1 - 	 Ger: 1 - 	 Best:    0.24192 - 	 Mean: 122222431.25337 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    0.22105 - 	 Mean: 1361.84466 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 3 - 	 Best:    0.22105 - 	 Mean:    0.39147 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 4 - 	 Best:    0.20466 - 	 Mean:    0.31676 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 5 - 	 Best:    0.19616 - 	 Mean:    0.28728 - 	 AQreal:   20.50324  	 
Exp: 1 - 	 Ger: 6 - 	 Best:    0.19616 - 	 Mean:    0.26004 - 	 AQreal:   20.50324  	 
Exp: 1 - 	 Ger: 7 - 	 Best:    0.19235 - 	 Mean:    0.24108 - 	 AQreal:   20.50324  	 
Exp: 1 - 	 Ger: 8 - 	 Best:    0.19120 - 	 Mean:    0.23106 - 	 AQreal:   20.50324  	 
Exp: 1 - 	 Ger: 9 - 	 Best:    0.18749 - 	 Mean:    0.21932 - 	 AQreal:   20.50324  	 
Exp: 1 - 	 Ger: 10 - 	 Best:    0.18749 - 	 Mean:    0.21186 - 	 AQreal:   15.89089  	 
Exp: 1 - 	 Ger: 11 - 	 Best:    0.18749 - 	 Mean:    0.20863 - 	 AQreal:   15.89089  	 
Exp: 1 - 	 Ger: 12 - 	 Best:    0.17988 - 	 Mean:    0.20506 - 	 AQreal:   15.89089  	 
Exp: 1 - 	 Ger: 13 - 	 Best:    0.17988 - 	 Mean:    0.20243 - 	 AQreal:   15.89089  	 
Exp: 1 - 	 Ger: 14 - 	 Best:    0.17988 - 	 Mean:    0.19953 - 	 AQreal:   15.89089  	 
Exp: 1 - 	 Ger: 15 - 	 Best:    0.17988 - 	 Mean:    0.19870 - 	 AQreal:   12.46172  	 
Exp: 1 - 	 Ger: 16 - 	 Best:    0.17988 - 	 Mean:    0.19690 - 	 AQreal:   12.46172  	 
Exp: 1 - 	 Ger: 17 - 	 Best:    0.17988 - 	 Mean:    0.19569 - 	 AQreal:   12.46172  	 
Exp: 1 - 	 Ger: 18 - 	 Best:    0.17988 - 	 Mean:    0.19433 - 	 AQreal:   12.46172  	 
Exp: 1 - 	 Ger: 19 - 	 Best:    0.17988 - 	 Mean:    0.19343 - 	 AQreal:   12.46172  	 
Exp: 1 - 	 Ger: 20 - 	 Best:    0.17988 - 	 Mean:    0.19250 - 	 AQreal:   11.11516  	 
Exp: 1 - 	 Ger: 21 - 	 Best:    0.17988 - 	 Mean:    0.19211 - 	 AQreal:   11.11516  	 
Exp: 1 - 	 Ger: 22 - 	 Best:    0.17988 - 	 Mean:    0.19174 - 	 AQreal:   11.11516  	 
Exp: 1 - 	 Ger: 23 - 	 Best:    0.17988 - 	 Mean:    0.19133 - 	 AQreal:   11.11516  	 
Exp: 1 - 	 Ger: 24 - 	 Best:    0.17988 - 	 Mean:    0.19102 - 	 AQreal:   11.11516  	 
Exp: 1 - 	 Ger: 25 - 	 Best:    0.17988 - 	 Mean:    0.19081 - 	 AQreal:   17.53636  	 
Exp: 1 - 	 Ger: 26 - 	 Best:    0.17949 - 	 Mean:    0.18985 - 	 AQreal:   17.53636  	 
Exp: 1 - 	 Ger: 27 - 	 Best:    0.17949 - 	 Mean:    0.18962 - 	 AQreal:   17.53636  	 
Exp: 1 - 	 Ger: 28 - 	 Best:    0.17949 - 	 Mean:    0.18962 - 	 AQreal:   17.53636  	 
Exp: 1 - 	 Ger: 29 - 	 Best:    0.17949 - 	 Mean:    0.18940 - 	 AQreal:   17.53636  	 
Exp: 1 - 	 Ger: 30 - 	 Best:    0.17274 - 	 Mean:    0.18856 - 	 AQreal:    8.37138  	 
Exp: 1 - 	 Ger: 31 - 	 Best:    0.17274 - 	 Mean:    0.18836 - 	 AQreal:    8.37138  	 
Exp: 1 - 	 Ger: 32 - 	 Best:    0.17274 - 	 Mean:    0.18816 - 	 AQreal:    8.37138  	 
Exp: 1 - 	 Ger: 33 - 	 Best:    0.17274 - 	 Mean:    0.18787 - 	 AQreal:    8.37138  	 
Exp: 1 - 	 Ger: 34 - 	 Best:    0.17274 - 	 Mean:    0.18743 - 	 AQreal:    8.37138  	 
Exp: 1 - 	 Ger: 35 - 	 Best:    0.17274 - 	 Mean:    0.18720 - 	 AQreal:    4.77880  	 
Exp: 1 - 	 Ger: 36 - 	 Best:    0.17274 - 	 Mean:    0.18658 - 	 AQreal:    4.77880  	 
Exp: 1 - 	 Ger: 37 - 	 Best:    0.17274 - 	 Mean:    0.18654 - 	 AQreal:    4.77880  	 
Exp: 1 - 	 Ger: 38 - 	 Best:    0.17274 - 	 Mean:    0.18642 - 	 AQreal:    4.77880  	 
Exp: 1 - 	 Ger: 39 - 	 Best:    0.17274 - 	 Mean:    0.18617 - 	 AQreal:    4.77880  	 
Exp: 1 - 	 Ger: 40 - 	 Best:    0.17274 - 	 Mean:    0.18601 - 	 AQreal:    4.36469  	 
Exp: 1 - 	 Ger: 41 - 	 Best:    0.17274 - 	 Mean:    0.18585 - 	 AQreal:    4.36469  	 
Exp: 1 - 	 Ger: 42 - 	 Best:    0.17225 - 	 Mean:    0.18539 - 	 AQreal:    4.36469  	 
Exp: 1 - 	 Ger: 43 - 	 Best:    0.17225 - 	 Mean:    0.18511 - 	 AQreal:    4.36469  	 
Exp: 1 - 	 Ger: 44 - 	 Best:    0.17225 - 	 Mean:    0.18486 - 	 AQreal:    4.36469  	 
Exp: 1 - 	 Ger: 45 - 	 Best:    0.17225 - 	 Mean:    0.18486 - 	 AQreal:    4.42550  	 
Exp: 1 - 	 Ger: 46 - 	 Best:    0.17225 - 	 Mean:    0.18462 - 	 AQreal:    4.42550  	 
Exp: 1 - 	 Ger: 47 - 	 Best:    0.17225 - 	 Mean:    0.18462 - 	 AQreal:    4.42550  	 
Exp: 1 - 	 Ger: 48 - 	 Best:    0.17225 - 	 Mean:    0.18441 - 	 AQreal:    4.42550  	 
Exp: 1 - 	 Ger: 49 - 	 Best:    0.17225 - 	 Mean:    0.18351 - 	 AQreal:    4.42550  	 
Exp: 1 - 	 Ger: 50 - 	 Best:    0.17225 - 	 Mean:    0.18348 - 	 AQreal:    4.90408  	 
Exp: 1 - 	 Ger: 51 - 	 Best:    0.17225 - 	 Mean:    0.18338 - 	 AQreal:    4.90408  	 
